# C++ common E2E scenarios that do not yet have complete process-level evidence.
# config-directory<TAB>scenario-id<TAB>classification-evidence
RegistryMessaging	RM-A1	feature-map:public-contract-gap
RegistryMessaging	RM-A4	feature-map:public-contract-gap
RegistryMessaging	RM-A6	feature-map:public-status-gap
RegistryMessaging	RM-A7	feature-map:actual-process-gap
RegistryMessaging	RM-C9	feature-map:transition-required
SpotService	SM-A1	feature-map:transition-required
SpotService	SM-A9	common-only:no-feature-or-source
SpotService	SM-A10	common-only:no-feature-or-source
SpotService	SM-A11	common-only:no-feature-or-source
SpotService	SM-A12	common-only:no-feature-or-source
SpotService	SM-A13	common-only:no-feature-or-source
SpotService	SM-B0	common-only:no-feature-or-source
SpotService	SM-B0A	common-only:no-feature-or-source
SpotService	SM-B6	feature-map:reverification-required
SpotService	SM-B10	common-only:no-feature-or-source
SpotService	SM-B11	common-only:no-feature-or-source
SpotService	SM-C6	feature-map:no-runner-evidence
SpotService	SM-D4A	feature-map:runtime-only
SpotService	SM-D4B	feature-map:runtime-only
SpotService	SM-D5	feature-map:runtime-only
SpotService	SM-D5A	feature-map:runtime-only
SpotService	SM-G5A	common-only:no-feature-or-source
SpotService	SM-G5B	common-only:no-feature-or-source
PubSub	PS-A1	feature-map:transition-required
PubSub	PS-A2	feature-map:transition-required
PubSub	PS-A3	feature-map:transition-required
PubSub	PS-A4	feature-map:transition-required
PubSub	PS-B1	feature-map:transition-required
PubSub	PS-B2	feature-map:transition-required
PubSub	PS-C1	feature-map:transition-required
PubSub	PS-D1	feature-map:transition-required
PubSub	PS-D2	feature-map:transition-required
PubSub	PS-D3	feature-map:unimplemented
PubSub	PS-D4	feature-map:unimplemented
PubSub	PS-D5	feature-map:unimplemented
PubSub	PS-D6	feature-map:unimplemented
PubSub	PS-D7A	common-only:no-feature-or-source
PubSub	PS-D7B	common-only:no-feature-or-source
PubSub	PS-E1	feature-map:unimplemented
PubSub	PS-E2A	common-only:no-feature-or-source
PubSub	PS-E2B	common-only:no-feature-or-source
PubSub	PS-E2C	common-only:no-feature-or-source
PubSub	PS-F1	common-only:no-feature-or-source
PubSub	PS-F2	common-only:no-feature-or-source
PubSub	PS-F3	common-only:no-feature-or-source
PubSub	PS-F4	common-only:no-feature-or-source
PubSub	PS-F5	common-only:no-feature-or-source
ResilienceLifecycle	RL-D2	feature-map:transition-required
ResilienceLifecycle	RL-D3	feature-map:transition-required
ResilienceLifecycle	RL-D5	feature-map:deferred
ResilienceLifecycle	RL-E1	common-only:no-feature-or-source
ResilienceLifecycle	RL-E2	common-only:no-feature-or-source
ResilienceLifecycle	RL-E3	common-only:no-feature-or-source
ResilienceLifecycle	RL-E4	common-only:no-feature-or-source
ResilienceLifecycle	RL-E5	common-only:no-feature-or-source
ResilienceLifecycle	RL-F1	common-only:no-feature-or-source
ResilienceLifecycle	RL-F3	common-only:no-feature-or-source
ResilienceLifecycle	RL-F5	common-only:no-feature-or-source
ResilienceLifecycle	RL-F6	common-only:no-feature-or-source
ResilienceLifecycle	RL-F7	common-only:no-feature-or-source
ResilienceLifecycle	RL-F8	common-only:no-feature-or-source
ResilienceLifecycle	RL-F9	common-only:no-feature-or-source
ResilienceLifecycle	RL-F10	common-only:no-feature-or-source
ResilienceLifecycle	RL-F11	common-only:no-feature-or-source
ResilienceLifecycle	RL-F12	common-only:no-feature-or-source
ResilienceLifecycle	RL-F13	common-only:no-feature-or-source
ResilienceLifecycle	RL-F14	common-only:no-feature-or-source
DiscoveryRegistryHa	SF-B3	common-only:no-feature-or-source
DiscoveryRegistryHa	SF-C3	common-only:no-feature-or-source
DiscoveryRegistryHa	SF-C4	common-only:no-feature-or-source
DiscoveryRegistryHa	SF-C5	common-only:no-feature-or-source
DiscoveryRegistryHa	SF-C5A	common-only:no-feature-or-source
DiscoveryRegistryHa	SF-F1	common-only:no-feature-or-source
DiscoveryRegistryHa	SF-F4	common-only:no-feature-or-source
DiscoveryRegistryHa	SF-F5	common-only:no-feature-or-source
DiscoveryRegistryHa	SF-F6	common-only:no-feature-or-source
DiscoveryRegistryHa	SF-F8	common-only:no-feature-or-source
DiscoveryRegistryHa	SF-F9	common-only:no-feature-or-source
DiscoveryRegistryHa	SF-F10	common-only:no-feature-or-source
DiscoveryRegistryHa	SF-G1	common-only:no-feature-or-source
DiscoveryRegistryHa	SF-G2	common-only:no-feature-or-source
RuntimeMonitoring	MON-A7	common-only:no-feature-or-source
RuntimeMonitoring	MON-B1	feature-map:partial
RuntimeMonitoring	MON-B2	feature-map:partial
AutomaticTurnDispatch	TD-A2	feature-map:transition-required
AutomaticTurnDispatch	TD-A3	feature-map:transition-required
AutomaticTurnDispatch	TD-A4	feature-map:transition-required
AutomaticTurnDispatch	TD-A5	feature-map:transition-required
AutomaticTurnDispatch	TD-B1	feature-map:transition-required
AutomaticTurnDispatch	TD-B2	feature-map:transition-required
AutomaticTurnDispatch	TD-B3	feature-map:transition-required
AutomaticTurnDispatch	TD-C1	feature-map:transition-required
AutomaticTurnDispatch	TD-C2	feature-map:transition-required
AutomaticTurnDispatch	TD-C3	feature-map:transition-required
AutomaticTurnDispatch	TD-C4	feature-map:transition-required
AutomaticTurnDispatch	TD-C5	feature-map:transition-required
AutomaticTurnDispatch	TD-D1	feature-map:transition-required
AutomaticTurnDispatch	TD-D2	feature-map:transition-required
AutomaticTurnDispatch	TD-D3	feature-map:transition-required
AutomaticTurnDispatch	TD-D4	common-only:legacy-atd-id-is-not-evidence
AutomaticTurnDispatch	TD-D5	common-only:no-feature-or-source
AutomaticTurnDispatch	TD-D6	common-only:no-feature-or-source
AutomaticTurnDispatch	TD-E1	feature-map:transition-required
AutomaticTurnDispatch	TD-E2	feature-map:transition-required
AutomaticTurnDispatch	TD-E2A	common-only:no-feature-or-source
AutomaticTurnDispatch	TD-E3	feature-map:transition-required
AutomaticTurnDispatch	TD-F1	feature-map:transition-required
AutomaticTurnDispatch	TD-F2	feature-map:transition-required
AutomaticTurnDispatch	TD-F3	feature-map:transition-required
AutomaticTurnDispatch	TD-F4	feature-map:transition-required
AutomaticTurnDispatch	TD-F5	feature-map:transition-required
AutomaticTurnDispatch	TD-F5A	common-only:no-feature-or-source
AutomaticTurnDispatch	TD-F6	feature-map:transition-required
AutomaticTurnDispatch	TD-G1	feature-map:transition-required
SpotActorTransfer	ST-C4	feature-map:partial
SpotActorTransfer	ST-E1A	feature-map:runtime-partial
SpotActorTransfer	ST-E1B	common-only:no-feature-or-source
SpotActorTransfer	ST-E1C	common-only:no-feature-or-source
SpotActorTransfer	ST-F3A	feature-map:blocked
SpotActorTransfer	ST-G1	feature-map:unimplemented
SpotActorTransfer	ST-G2	feature-map:unimplemented
SpotActorTransfer	ST-G3	feature-map:unimplemented
SpotActorTransfer	ST-G4	feature-map:unimplemented
SpotActorTransfer	ST-G5	feature-map:unimplemented
SpotActorTransfer	ST-G6	feature-map:unimplemented
SpotActorTransfer	ST-H1	feature-map:component-only
SpotActorTransfer	ST-H2	feature-map:process-e2e-blocked
SpotActorTransfer	ST-H3	feature-map:blocked
SpotActorTransfer	ST-H4	feature-map:partial
SpotActorTransfer	ST-H4A	feature-map:unimplemented
SpotActorTransfer	ST-H4B	feature-map:unimplemented
SpotActorTransfer	ST-H5	feature-map:blocked
SpotActorTransfer	ST-I1	feature-map:unimplemented
SpotActorTransfer	ST-I2	feature-map:unimplemented
SpotActorTransfer	ST-I3	feature-map:unimplemented
SpotActorTransfer	ST-I4	feature-map:unimplemented
SpotActorTransfer	ST-I5	feature-map:unimplemented
SpotActorTransfer	ST-I6	feature-map:unimplemented
ObservabilityOps	OBS-A5	common-only:no-feature-or-source
ObservabilityOps	OBS-B1	feature-map:deferred
ObservabilityOps	OBS-C1	feature-map:deferred
ObservabilityOps	OBS-C2	feature-map:deferred
ObservabilityOps	OBS-C3	feature-map:deferred
ObservabilityOps	OBS-C4	feature-map:deferred
ObservabilityOps	OBS-C5	feature-map:deferred
ObservabilityOps	OBS-C6	feature-map:deferred
ObservabilityOps	OBS-C7	feature-map:deferred
ObservabilityOps	OBS-C8	feature-map:deferred
ObservabilityOps	OBS-C9A	common-only:no-feature-or-source
ObservabilityOps	OBS-C10	feature-map:deferred
ObservabilityOps	OBS-C11	feature-map:deferred
ObservabilityOps	OBS-C12	common-only:no-feature-or-source
SubmitAdmission	SA-E2E-01	feature-map:partial
SubmitAdmission	SA-E2E-02	feature-map:unimplemented
SubmitAdmission	SA-E2E-03	feature-map:unimplemented
SubmitAdmission	SA-E2E-04	feature-map:unimplemented
SubmitAdmission	SA-E2E-05	feature-map:partial
SubmitAdmission	SA-E2E-06	feature-map:unimplemented
SubmitAdmission	SA-E2E-07	feature-map:unimplemented
SubmitAdmission	SA-E2E-08	feature-map:partial
SubmitAdmission	SA-E2E-09	feature-map:partial
SubmitAdmission	SA-E2E-11	feature-map:unimplemented
SubmitAdmission	SA-E2E-12	feature-map:unimplemented
SubmitAdmission	SA-E2E-13	feature-map:unimplemented
SubmitAdmission	SA-E2E-15	feature-map:unimplemented
SubmitAdmission	SA-E2E-16	feature-map:unimplemented
SubmitAdmission	SA-E2E-17	feature-map:unimplemented
SubmitAdmission	SA-E2E-18	feature-map:unimplemented
SubmitAdmission	SA-E2E-19	feature-map:unimplemented
SubmitAdmission	SA-E2E-20	feature-map:partial
